mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__n_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
17.952056789398192,0.3244413402665329,1.400942850112915,0.051977298830370715,1,{'SVM__n_iter': 1},0.7951798573645761,0.7088239024593058,0.7906591480714851,0.7710435157985618,0.8091450145167325,0.7749674610941371,0.03525207736053774,8,0.7915510575134129,0.7089149328872147,0.7956681122355889,0.7912247709794583,0.8040444398785389,0.7782806626988427,0.03498957960871372
19.27628426551819,0.2580512461060665,1.3517298698425293,0.019575814231115592,4,{'SVM__n_iter': 4},0.7135253927579182,0.6435122249536732,0.6270772053309082,0.7751971529949356,0.8069750133048093,0.7132464565299967,0.07058270949047328,22,0.7249561790017813,0.6411150406788577,0.6282731494465421,0.7843941196105008,0.805187791282068,0.71678525600395,0.07212919680542731
20.56205105781555,0.3102033383564696,1.3493335247039795,0.02397756503681984,7,{'SVM__n_iter': 7},0.8094293214686259,0.8119622291376877,0.7885987182705652,0.7693404719037242,0.7290858937406801,0.7816884838769368,0.0305046749124525,5,0.7982634137137572,0.8109127587589267,0.8021410566746533,0.7742274924083172,0.7421792175117078,0.7855447878134725,0.02485714141923099
22.03298282623291,0.2939852909915938,1.3670947074890136,0.03618921214131912,10,{'SVM__n_iter': 10},0.8177595891560868,0.7616927417610437,0.7440551468904878,0.795602356359961,0.7668840663712384,0.7771988777670835,0.02618981559870846,6,0.8159794398250142,0.7608483809091716,0.7537491718934493,0.7966177476526831,0.7675159464575876,0.7789421373475811,0.023566146664836134
23.285464572906495,0.2831110850043182,1.3468956470489502,0.009671526889288152,13,{'SVM__n_iter': 13},0.813068493107428,0.8211608772010153,0.7440856717764273,0.5705913010518336,0.6499997365384312,0.7197938849800287,0.09664085113736091,20,0.809258322551043,0.8199053303885597,0.7496786290119178,0.5743168752263011,0.6649035626825786,0.7236125439720801,0.09276085605884732
24.56455979347229,0.27351146189714304,1.4085095405578614,0.0169901787479584,16,{'SVM__n_iter': 16},0.8157754715700158,0.7984350996190178,0.7816328603554886,0.8029196542320772,0.7648050911313566,0.7927156365692734,0.0177215054559016,3,0.8220498108743336,0.8034232336301766,0.7983958910186278,0.8174030901537533,0.7706802702358099,0.8023904591825403,0.018079980522846914
26.147510242462157,0.2691848956590213,1.3519041061401367,0.033431593809855706,19,{'SVM__n_iter': 19},0.6766517252612904,0.7243510698709376,0.7114808832638893,0.751043410509913,0.7289409898778066,0.7184912708750987,0.024507075148698706,21,0.6861095785402035,0.7250332270915365,0.7215545132428113,0.7519867240085909,0.736201812427605,0.7241771710621494,0.021793191603931977
27.44485116004944,0.2561519678840351,1.3590579509735108,0.03523965566712076,22,{'SVM__n_iter': 22},0.7522131858034018,0.6739068538368466,0.7853166351681421,0.8005722438063954,0.8103006886885411,0.7644563147628415,0.049377556202678106,12,0.753686067484255,0.6711103654738216,0.7991332361372423,0.8207341305274083,0.8106272715215004,0.7710582142288456,0.05497813704293897
28.6856858253479,0.3758140495173266,1.3859047412872314,0.049167300593349575,25,{'SVM__n_iter': 25},0.7976875030590671,0.7433421539727875,0.6829643243027036,0.7477670909799217,0.7743422681933387,0.7492185274547112,0.03848999693148143,17,0.8099347926040811,0.7437977274910249,0.6935145778177646,0.7660064644978491,0.7813304995771603,0.7589168123975759,0.03914462890533691
30.040159893035888,0.2337133554269507,1.3609377861022949,0.02423774676968738,28,{'SVM__n_iter': 28},0.8047894072330296,0.593549302164267,0.5886626889582539,0.7389349526727526,0.5609979397305317,0.6573917383615916,0.09640254417837434,25,0.8153977785734314,0.5948227944939063,0.5936345707983759,0.742404759572953,0.5642789596498963,0.6621077726177126,0.0987236104842191
31.465914297103883,0.34052065663444125,1.3731067180633545,0.041793116767213506,31,{'SVM__n_iter': 31},0.7004203487310331,0.7679613954925268,0.7870281339453046,0.8102611684934249,0.8124683187463445,0.7756231207920313,0.040992299931439456,7,0.7019681912316806,0.7720227724735854,0.8051354929239977,0.8249933416537505,0.8182758785848113,0.7844791353735651,0.04510769945216185
32.6429829120636,0.3286106058608334,1.3783042907714844,0.038782696856834754,34,{'SVM__n_iter': 34},0.8126906160711419,0.8023576790350346,0.7359996031764826,0.7946697621529424,0.7770769992781152,0.7845591448698722,0.026925206551003618,4,0.8213140863486811,0.807513618492542,0.7507094248520515,0.8019793512545683,0.7846516201003525,0.7932336202096391,0.024293524477695293
34.050114679336545,0.26939000465382534,1.3600997924804688,0.04163323872466347,37,{'SVM__n_iter': 37},0.7603374105107708,0.5965704764355775,0.5525783265941753,0.6577895174621226,0.7328431191742061,0.6600174781590233,0.07866773743133372,24,0.7642820225302897,0.6019611363051619,0.5545151677794136,0.6671633329309838,0.7421642006829909,0.6660171720457679,0.07998942075801545
35.37079381942749,0.21952929759142648,1.3387041568756104,0.028618873668154653,40,{'SVM__n_iter': 40},0.7898549752143188,0.7889127825065037,0.7180824161394546,0.7621576802804891,0.7946730705392004,0.7707344608544494,0.02868858838185852,9,0.7977441823098311,0.7968090179071738,0.7291566325637969,0.7879142292145547,0.8028755203915047,0.7828999164773723,0.02729953838607881
36.67871232032776,0.33922622811623665,1.4049040794372558,0.03510791943146641,43,{'SVM__n_iter': 43},0.8119435458023282,0.7957874604821142,0.8063840693778027,0.8071777904124158,0.7864923253644992,0.8015581136069669,0.009197340863154636,2,0.8148322327615058,0.8048057804066594,0.8245999989930936,0.8255303032035427,0.7857347808306184,0.811100619239084,0.014747370793659656
37.92177186012268,0.17729434155857957,1.3649025917053224,0.04308856311492235,46,{'SVM__n_iter': 46},0.7320737344408603,0.8037644552439386,0.7627587444588122,0.7746301736209821,0.7802229938718839,0.7706890109336317,0.023472377726725162,10,0.7433979839691933,0.8090719708131373,0.7826614058764051,0.7860545480482043,0.7858010242891694,0.7813973865992219,0.021225061291084292
39.36129989624023,0.19384637503946933,1.363955593109131,0.01894939259242546,49,{'SVM__n_iter': 49},0.7826783376989183,0.8152920731607834,0.7202713925505595,0.7744940880423682,0.677180276213109,0.7539890730847504,0.04906519019389433,15,0.7939192703179005,0.8176299191536353,0.7306462371920921,0.7835837665035393,0.6843401417957061,0.7620238669925747,0.04815287295583808
