,train,test
0.1,93.89547505800147,0.00807094800984487
0.2,59.706514483026695,0.027136727003380656
0.3,91.01234323898098,0.03649897099239752
0.4,65.02111113100545,0.04406995099270716
0.5,33.45133424794767,0.03928674996132031
0.6,19.95552514999872,0.045793162018526345
0.7,9.387677347986028,0.04613958398113027
0.8,8.618889593984932,0.08674840797903016
0.9,3.478629310033284,0.11049719003494829
