param_SVM__n_iter,train acc,test acc
1,0.5989010989010989,0.5846153846153846
2,0.6142857142857143,0.5833333333333334
4,0.6137362637362638,0.5935897435897436
8,0.6208791208791209,0.6025641025641025
16,0.6214285714285714,0.6
32,0.621978021978022,0.6
64,0.6214285714285714,0.6
128,0.6214285714285714,0.6
256,0.6203296703296703,0.6012820512820513
512,0.6203296703296703,0.6012820512820513
1024,0.6214285714285714,0.6025641025641025
2048,0.6203296703296703,0.6025641025641025
