,train,test
0.1,4.749968538002577,0.005387129029259086
0.2,3.8729529390111566,0.007186257978901267
0.3,3.88829871697817,0.008756947994697839
0.4,4.060110279999208,0.011604916013311595
0.5,3.079834360978566,0.01410133100580424
0.6,3.351665349036921,0.017224929004441947
0.7,3.2203733539790846,0.020757528953254223
0.8,2.1053904809523374,0.02286238397937268
0.9,1.3990473260055296,0.052024286007508636
