,train,test
0.1,10.53179784398526,0.002599350002128631
0.2,8.178615494980477,0.005398414970841259
0.3,4.407280369952787,0.006814190011937171
0.4,3.3657530010095797,0.01064465002855286
0.5,2.285720295039937,0.013799367006868124
0.6,1.4889107829658315,0.021802603965625167
0.7,0.9052907610312104,0.020378278975840658
0.8,0.4817279440467246,0.03244828002061695
0.9,0.16734468896174803,0.02475966000929475
