,0,1,2,3,4
50,0.9131944444444444,0.9333333333333331,0.9333333333333331,0.9333333333333331,0.9333333333333331
100,0.9178743961352657,0.8701923076923076,0.8701923076923076,0.8701923076923076,0.8701923076923076
182,0.9148025913702483,0.9562643469856226,0.9562643469856226,0.9562643469856226,0.9562643469856226
364,0.9423396477234961,0.9478021978021978,0.9473851173751472,0.9473851173751472,0.9473851173751472
546,0.9559271536510409,0.930656395528297,0.9428112698007498,0.9428112698007498,0.9428112698007498
728,0.9643005396430054,0.9697875391524208,0.9725274725274725,0.9724845437869422,0.9724845437869422
910,0.9681159420289855,0.946280193236715,0.9637439613526569,0.9648904153925675,0.9648904153925675
1092,0.9652144160583941,0.968850633319021,0.9734059682267067,0.9761904761904762,0.9725307347835568
1274,0.9740588826881743,0.9645934807043836,0.959927333320187,0.9693261816962789,0.9741265428447494
