,train,test
0.1,7.102267908980139,0.03260695596691221
0.2,5.462025748973247,0.04158789798384532
0.3,4.297738658031449,0.03578527003992349
0.4,3.1144620470004156,0.03957777103642002
0.5,2.204979701025877,0.03984143404522911
0.6,1.4251003360259347,0.05229341995436698
0.7,0.795679627044592,0.052726702007930726
0.8,0.38479689398081973,0.03636628499953076
0.9,0.17236214299919084,0.07498276501428336
