,0,1,2,3,4
50,0.5833333333333333,0.9416666666666665,0.9416666666666665,0.9416666666666665,0.9416666666666665
100,0.6509661835748792,0.9374999999999999,0.9374999999999999,0.9374999999999999,0.9374999999999999
182,0.7628040581835962,0.701159840521928,0.701159840521928,0.701159840521928,0.701159840521928
364,0.7155805311338712,0.8681318681318682,0.6618175775703193,0.6618175775703193,0.6618175775703193
546,0.6944224497738651,0.6910606202944453,0.8291257439976354,0.8291257439976354,0.8291257439976354
728,0.5834899430167174,0.7787954262424996,0.804945054945055,0.7083965547176363,0.7083965547176363
910,0.5694685990338164,0.6675845410628019,0.6694444444444445,0.7412648725417736,0.7412648725417736
1092,0.8050531343924432,0.7968079111206527,0.670150815800773,0.8809523809523809,0.7684333227110344
1274,0.9062999152057738,0.9224428624953166,0.7584153339512139,0.9386967324643567,0.9724826491580898
