,train,test
0.1,1.372113389952574,0.005470570991747081
0.2,1.1335907489992678,0.006854885024949908
0.3,0.9653832579497248,0.009483644971624017
0.4,0.8602612280519679,0.012318615976255387
0.5,0.6977818149607629,0.01562038401607424
0.6,0.5491383610060439,0.01749064400792122
0.7,0.36623005598085,0.018899578950367868
0.8,0.29052127903560176,0.021212355000898242
0.9,0.3209744779742323,0.05208994500571862
