,train,test
0.1,0.9005050629784819,0.00510774101712741
0.2,0.7703175139904488,0.011708203004673123
0.3,0.6823276469949633,0.008903665002435446
0.4,0.5941158380010165,0.012149351998232305
0.5,0.4728842769982293,0.014852323976811022
0.6,0.36207064599148,0.014953890000469983
0.7,0.26836945198010653,0.01791676299762912
0.8,0.18377300500287674,0.018879764975281432
0.9,0.2068142650241498,0.0436216669913847
