param_Boost__n_estimators,train acc,test acc
1,0.9439560439560439,0.7102564102564103
2,0.9439560439560439,0.7102564102564103
5,0.9439560439560439,0.7102564102564103
10,0.9439560439560439,0.7102564102564103
20,0.9439560439560439,0.7102564102564103
30,0.9439560439560439,0.7102564102564103
40,0.9439560439560439,0.7102564102564103
50,0.9439560439560439,0.7102564102564103
