mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.4497040271759033,0.011293196096876925,0.0076010704040527345,0.0004902129130140637,1,{'MLP__max_iter': 1},0.5521978021978022,0.6620879120879121,0.5631868131868132,0.5164835164835165,0.5686813186813187,0.5725274725274725,0.04832666687317805,22,0.584478021978022,0.6133241758241759,0.5851648351648352,0.5824175824175825,0.6009615384615384,0.5932692307692309,0.012017464548406262
0.4573042869567871,0.011619479818301661,0.007203483581542968,0.0007483006693517183,2,{'MLP__max_iter': 2},0.6098901098901099,0.6840659340659341,0.5934065934065934,0.5576923076923077,0.6373626373626373,0.6164835164835165,0.042510573920625704,21,0.6641483516483516,0.6490384615384616,0.6462912087912088,0.6284340659340659,0.6552197802197802,0.6486263736263735,0.01181318681318681
0.4739070415496826,0.01022784166183278,0.006801748275756836,0.0007486850970366489,4,{'MLP__max_iter': 4},0.6401098901098901,0.6840659340659341,0.6318681318681318,0.5769230769230769,0.6813186813186813,0.6428571428571429,0.03912303982179761,20,0.717032967032967,0.6826923076923077,0.6964285714285714,0.6538461538461539,0.6806318681318682,0.6861263736263735,0.0207139942265322
0.5219181537628174,0.013440681604601998,0.006401538848876953,0.0004900766357994065,8,{'MLP__max_iter': 8},0.7087912087912088,0.7032967032967034,0.6840659340659341,0.6346153846153846,0.7362637362637363,0.6934065934065934,0.033807956182231154,19,0.7657967032967034,0.7445054945054945,0.7644230769230769,0.7355769230769231,0.7534340659340659,0.7527472527472527,0.011574381556560915
0.6169395923614502,0.0020396937904661365,0.006601572036743164,0.0004901739407733877,16,{'MLP__max_iter': 16},0.7582417582417582,0.75,0.7362637362637363,0.7060439560439561,0.771978021978022,0.7445054945054945,0.02245364477110169,18,0.8159340659340659,0.8035714285714286,0.8351648351648352,0.8131868131868132,0.8365384615384616,0.820879120879121,0.012903317105293827
0.8395902156829834,0.023708461167246092,0.007001304626464843,3.568322550558034e-07,32,{'MLP__max_iter': 32},0.8131868131868132,0.8021978021978022,0.782967032967033,0.7527472527472527,0.8021978021978022,0.7906593406593406,0.021308482889742117,17,0.8907967032967034,0.9010989010989011,0.9086538461538461,0.8729395604395604,0.9114010989010989,0.8969780219780219,0.013981330384614793
1.2018720149993896,0.01623506531105079,0.00620112419128418,0.0004000187346471713,64,{'MLP__max_iter': 64},0.8434065934065934,0.8159340659340659,0.7912087912087912,0.782967032967033,0.7774725274725275,0.8021978021978022,0.024449006001414277,2,0.967032967032967,0.9766483516483516,0.978021978021978,0.9677197802197802,0.9862637362637363,0.9751373626373626,0.007142857142857152
1.9882517814636231,0.03365581973946842,0.0068015575408935545,0.0004002810767112965,128,{'MLP__max_iter': 128},0.8296703296703297,0.8021978021978022,0.8021978021978022,0.782967032967033,0.7967032967032966,0.8027472527472528,0.015187115341851949,1,0.9972527472527473,1.0,0.9965659340659341,0.9965659340659341,1.0,0.9980769230769232,0.0015900874866470033
3.3773640632629394,0.2843737848374839,0.007201433181762695,0.00040030492211181343,256,{'MLP__max_iter': 256},0.8214285714285714,0.8021978021978022,0.8104395604395604,0.771978021978022,0.771978021978022,0.7956043956043956,0.02023291498848566,16,0.9993131868131868,1.0,1.0,1.0,1.0,0.9998626373626374,0.0002747252747252738
3.674030876159668,0.4742251486904061,0.006803750991821289,0.00040151874636768805,512,{'MLP__max_iter': 512},0.8214285714285714,0.8076923076923077,0.7994505494505495,0.771978021978022,0.7857142857142857,0.7972527472527473,0.017147787400359583,3,0.9993131868131868,1.0,1.0,1.0,1.0,0.9998626373626374,0.0002747252747252738
