,train,test
0.1,0.708912068977952,0.03245272603817284
0.2,0.653704340045806,0.055458396032918245
0.3,0.5613116380409338,0.06874309200793505
0.4,0.44500497996341437,0.09386422001989558
0.5,0.39673933800077066,0.10313207900617272
0.6,0.2811012410093099,0.09763278102036566
0.7,0.21930605097441003,0.07333307800581679
0.8,0.14283843198791146,0.08219535503303632
0.9,0.11459780996665359,0.44720011501340196
