mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.34227766990661623,0.014347742361306863,0.02800588607788086,0.0015492657976611574,1,{'MLP__max_iter': 1},0.761185528677867,0.7782853855793069,0.7748747558666988,0.7755567137306928,0.792419420279164,0.7764630005919352,0.009946121492710038,3,0.761863645381223,0.7801383729727082,0.788980254135959,0.7894097886252892,0.7946992190064827,0.7830182560243324,0.011564197200974118
0.6349430084228516,0.027613507139407186,0.030607080459594725,0.0014971279621819838,2,{'MLP__max_iter': 2},0.7743913574574665,0.7522164751230074,0.7537490349136277,0.757561830759026,0.7708852572175298,0.7617601746509974,0.009118277023286315,7,0.7698761202287153,0.7599581817914388,0.7584857867087094,0.7821318118781146,0.7766280117376664,0.769415982468929,0.009196048972319293
1.2606851577758789,0.04431114688791828,0.026805877685546875,0.0011661385783163253,4,{'MLP__max_iter': 4},0.8013523313907926,0.7789670641743623,0.7873143047509878,0.775324815481643,0.7675720962583188,0.7821076953034303,0.01152912962177643,1,0.8023614902229216,0.797694248303338,0.8079537945748206,0.8060781105902575,0.7743658325796957,0.7976906952542067,0.012178222372193176
2.4709587574005125,0.1370185123644146,0.028406429290771484,0.0020594584961181367,8,{'MLP__max_iter': 8},0.7627999267402736,0.7504202434728058,0.7490068886246908,0.7679430283121178,0.7890281429647859,0.7638372556940399,0.014507423181471387,5,0.7737776854451108,0.7659207052583652,0.7738719430804317,0.8073471159551514,0.8086737761893162,0.785918245185675,0.018272486870056545
4.8871049880981445,0.11564458644020272,0.028806638717651368,0.0016004979896236595,16,{'MLP__max_iter': 16},0.7768126914055079,0.7854082098259608,0.781849823876671,0.7759515461638082,0.7693175291520227,0.7778687944686037,0.005488053322032706,2,0.8171494750381135,0.830955479234676,0.8352253797296101,0.8251535384456591,0.8060193502282359,0.8229006445352589,0.010391429532865573
9.384522581100464,0.43371740654317825,0.027405929565429688,0.0013565648699082773,32,{'MLP__max_iter': 32},0.7878229651347911,0.7756097214393641,0.7779492171156193,0.7565199995788454,0.7590120981552422,0.7713845379210029,0.011875841286682488,4,0.861604223821361,0.8597272810224353,0.8649418555924328,0.8402300595382586,0.832130243570659,0.8517267327090293,0.01305686759800048
18.46777653694153,0.19706264401444393,0.026406049728393555,0.0018549029318299954,64,{'MLP__max_iter': 64},0.7701985275426572,0.766590143935363,0.7527278985352791,0.7645353611927098,0.7598026145926094,0.7627710922124222,0.0060425437258523436,6,0.8829160824716962,0.8909402634297716,0.8827895034670983,0.8956440423499941,0.8929207346976048,0.8890421252832329,0.005269829759553443
36.8245285987854,0.22102960361867818,0.028606700897216796,0.0025774953182456186,128,{'MLP__max_iter': 128},0.7684901865123159,0.7594173220307049,0.7391798489439177,0.7679414489823853,0.7485301479073249,0.7567120161134759,0.011370945871056973,22,0.9109589382546185,0.9106878714592388,0.9044925008664827,0.9267272130201768,0.9106387833269975,0.9127010613855028,0.007422321913609634
55.57256894111633,8.86123896839145,0.027006149291992188,0.0010955833936277144,256,{'MLP__max_iter': 256},0.7495183120369625,0.766932364747125,0.7487487428220467,0.7660359876601704,0.7613707378504698,0.7585206492683404,0.007898323912421401,8,0.9202645969275994,0.9245124836826033,0.928270169858873,0.938186379503642,0.943685757414629,0.9309838774774694,0.008687461212222117
55.370722961425784,8.977923799429588,0.02900667190551758,0.0006327867395646703,512,{'MLP__max_iter': 512},0.7495183120369625,0.766932364747125,0.7487487428220467,0.7660359876601704,0.7613707378504698,0.7585206492683404,0.007898323912421401,8,0.9202645969275994,0.9245124836826033,0.928270169858873,0.938186379503642,0.943685757414629,0.9309838774774694,0.008687461212222117
56.0654800415039,8.838238676723744,0.026005935668945313,0.0020002365169141385,1024,{'MLP__max_iter': 1024},0.7495183120369625,0.766932364747125,0.7487487428220467,0.7660359876601704,0.7613707378504698,0.7585206492683404,0.007898323912421401,8,0.9202645969275994,0.9245124836826033,0.928270169858873,0.938186379503642,0.943685757414629,0.9309838774774694,0.008687461212222117
55.114263248443606,9.057307164398086,0.02740621566772461,0.0018550571859959563,2048,{'MLP__max_iter': 2048},0.7495183120369625,0.766932364747125,0.7487487428220467,0.7660359876601704,0.7613707378504698,0.7585206492683404,0.007898323912421401,8,0.9202645969275994,0.9245124836826033,0.928270169858873,0.938186379503642,0.943685757414629,0.9309838774774694,0.008687461212222117
55.23189163208008,8.948970129168917,0.030006837844848634,0.0026081136806590985,2100,{'MLP__max_iter': 2100},0.7495183120369625,0.766932364747125,0.7487487428220467,0.7660359876601704,0.7613707378504698,0.7585206492683404,0.007898323912421401,8,0.9202645969275994,0.9245124836826033,0.928270169858873,0.938186379503642,0.943685757414629,0.9309838774774694,0.008687461212222117
56.3821005821228,8.698000737702962,0.029006433486938477,0.005586639980500149,2200,{'MLP__max_iter': 2200},0.7495183120369625,0.766932364747125,0.7487487428220467,0.7660359876601704,0.7613707378504698,0.7585206492683404,0.007898323912421401,8,0.9202645969275994,0.9245124836826033,0.928270169858873,0.938186379503642,0.943685757414629,0.9309838774774694,0.008687461212222117
