,train,test
0.1,0.42739439898286946,0.0022057399910409003
0.2,0.3676872460055165,0.0036834139900747687
0.3,0.31678595300763845,0.0060286799853201956
0.4,0.2578229380014818,0.007207468996057287
0.5,0.17888686401420273,0.010319101013010368
0.6,0.12602707999758422,0.012367532006464899
0.7,0.09278333198744804,0.01361403099144809
0.8,0.06478616801905446,0.016822442004922777
0.9,0.03310319597949274,0.02125820200308226
