,train,test
0.1,1.0167129920446314,6.339839859982021
0.2,0.789874603971839,11.451057591009885
0.3,0.6125965730170719,15.318480455025565
0.4,0.43182048201560974,17.408718375023454
0.5,0.3294899920001626,17.730890447972342
0.6,0.2519297630060464,14.624843375000637
0.7,0.11248132796026766,13.505873417016119
0.8,0.06147646903991699,9.497556589951273
0.9,0.018985073955263942,5.568841921980493
